Time (s) Run #1,Force (N) Run #1,Time (s) Run #2,Force (N) Run #2,Time (s) Run #3,Force (N) Run #3,Time (s) Run #4,Force (N) Run #4,Time (s) Run #5,Force (N) Run #5,Time (s) Run #6,Force (N) Run #6
7.3,1,7.3,2,7.3,1,7.3,3,7.3,7,7.3,9
7.4,1,7.4,2,7.4,1,7.4,3,7.4,7,7.4,9
7.5,2,7.5,2,7.5,1,7.5,3,7.5,7,7.5,8
7.6,1,7.6,1,7.6,1,7.6,3,7.6,7,7.6,8
7.7,1,7.7,1,7.7,1,7.7,3,7.7,7,7.7,8
7.8,1,7.8,2,7.8,1,7.8,3,7.8,7,7.8,9
7.9,1,7.9,2,7.9,1,7.9,3,7.9,7,7.9,9
8,1,8,2,8,1,8,3,8,7,8,9
8.1,1,8.1,1,8.1,0,8.1,3,8.1,7,8.1,9
8.2,1,8.2,2,8.2,1,8.2,3,8.2,7,8.2,8
8.3,1,8.3,2,8.3,0,8.3,3,8.3,7,8.3,8
8.4,2,8.4,2,8.4,1,8.4,4,8.4,6,8.4,9
8.5,1,8.5,2,8.5,0,8.5,3,8.5,7,8.5,3
8.6,1,8.6,2,8.6,0,8.6,3,8.6,2,8.6,0
8.7,1,8.7,2,8.7,0,8.7,2,8.7,0,8.7,0
8.8,1,8.8,2,8.8,1,8.8,0,8.8,0,8.8,0
8.9,1,8.9,1,8.9,0,8.9,0,8.9,0,8.9,0
9,1,9,1,9,0,9,0,9,0,9,0
9.1,1,9.1,1,9.1,1,9.1,-1,9.1,0,9.1,0
9.2,1,9.2,1,9.2,1,9.2,0,9.2,0,9.2,0
9.3,1,9.3,2,9.3,1,9.3,0,9.3,0,9.3,0
9.4,1,9.4,2,9.4,1,9.4,0,9.4,0,9.4,0
9.5,1,9.5,1,9.5,1,9.5,0,9.5,0,9.5,0
9.6,1,9.6,2,9.6,0,9.6,0,9.6,0,9.6,0
9.7,1,9.7,1,9.7,0,9.7,0,9.7,0,9.7,0
9.8,1,9.8,2,9.8,0,9.8,-1,9.8,0,9.8,0
9.9,1,9.9,1,9.9,0,9.9,0,9.9,0,9.9,0
10,1,10,1,10,0,10,0,10,0,10,0
10.1,1,10.1,1,10.1,0,10.1,0,10.1,0,10.1,0
10.2,0,10.2,0,10.2,0,10.2,0,10.2,0,10.2,0
10.3,1,10.3,1,10.3,0,10.3,0,10.3,0,10.3,0
10.4,0,10.4,1,10.4,0,10.4,0,10.4,0,10.4,0
10.5,0,10.5,1,10.5,0,10.5,0,10.5,0,10.5,0
10.6,0,10.6,0,10.6,0,10.6,0,10.6,0,10.6,0
10.7,0,10.7,1,10.7,0,10.7,0,10.7,0,10.7,0
10.8,0,10.8,1,10.8,0,10.8,-1,10.8,0,10.8,0
10.9,1,10.9,0,10.9,0,10.9,0,10.9,0,10.9,16
11,1,11,1,11,0,11,2,11,0,11,20
11.1,0,11.1,0,11.1,0,11.1,10,11.1,13,11.1,20
11.2,0,11.2,0,11.2,0,11.2,10,11.2,25,11.2,21
11.3,0,11.3,0,11.3,0,11.3,9,11.3,25,11.3,21
11.4,1,11.4,1,11.4,5,11.4,10,11.4,25,11.4,20
11.5,0,11.5,1,11.5,5,11.5,10,11.5,24,11.5,20
11.6,4,11.6,0,11.6,5,11.6,9,11.6,24,11.6,20
11.7,6,11.7,2,11.7,6,11.7,9,11.7,24,11.7,20
11.8,6,11.8,6,11.8,5,11.8,9,11.8,24,11.8,20
11.9,6,11.9,6,11.9,5,11.9,10,11.9,24,11.9,20
12,6,12,6,12,5,12,9,12,24,12,20
12.1,6,12.1,6,12.1,5,12.1,9,12.1,24,12.1,20
12.2,6,12.2,6,12.2,6,12.2,10,12.2,23,12.2,20
12.3,6,12.3,7,12.3,6,12.3,9,12.3,24,12.3,20
12.4,5,12.4,6,12.4,6,12.4,9,12.4,23,12.4,19
12.5,5,12.5,6,12.5,5,12.5,9,12.5,24,12.5,20
12.6,5,12.6,6,12.6,5,12.6,9,12.6,24,12.6,20
12.7,5,12.7,6,12.7,5,12.7,10,12.7,24,12.7,20
12.8,5,12.8,6,12.8,5,12.8,9,12.8,24,12.8,20
12.9,5,12.9,6,12.9,5,12.9,9,12.9,24,12.9,19
13,5,13,6,13,5,13,10,13,24,13,20
13.1,5,13.1,6,13.1,5,13.1,10,13.1,23,13.1,20
13.2,5,13.2,6,13.2,5,13.2,8,13.2,23,13.2,20
13.3,5,13.3,6,13.3,5,13.3,9,13.3,24,13.3,19
13.4,5,13.4,6,13.4,5,13.4,8,13.4,23,13.4,20
13.5,5,13.5,6,13.5,5,13.5,8,13.5,23,13.5,20
13.6,5,13.6,6,13.6,5,13.6,9,13.6,24,13.6,19
13.7,5,13.7,6,13.7,5,13.7,9,13.7,23,13.7,20
13.8,5,13.8,6,13.8,5,13.8,9,13.8,23,13.8,19
13.9,5,13.9,5,13.9,5,13.9,9,13.9,23,13.9,19
14,5,14,6,14,5,14,8,14,23,14,19
14.1,5,14.1,6,14.1,6,14.1,8,14.1,23,14.1,19
14.2,5,14.2,6,14.2,5,14.2,8,14.2,23,14.2,20
14.3,5,14.3,6,14.3,6,14.3,8,14.3,23,14.3,19
14.4,5,14.4,6,14.4,5,14.4,8,14.4,23,14.4,19
14.5,5,14.5,6,14.5,5,14.5,9,14.5,23,14.5,19
14.6,5,14.6,6,14.6,5,14.6,9,14.6,23,14.6,19
14.7,5,14.7,6,14.7,5,14.7,9,14.7,23,14.7,20
14.8,5,14.8,6,14.8,5,14.8,9,14.8,23,14.8,19
14.9,5,14.9,6,14.9,5,14.9,9,14.9,23,14.9,19
15,5,15,6,15,6,15,9,15,23,15,19
15.1,5,15.1,5,15.1,5,15.1,8,15.1,23,15.1,19
15.2,5,15.2,6,15.2,5,15.2,9,15.2,23,15.2,19
15.3,5,15.3,6,15.3,5,15.3,9,15.3,22,15.3,19
15.4,5,15.4,6,15.4,5,15.4,9,15.4,22,15.4,19
15.5,5,15.5,6,15.5,5,15.5,9,15.5,23,15.5,19
15.6,5,15.6,6,15.6,5,15.6,8,15.6,23,15.6,19
15.7,5,15.7,6,15.7,5,15.7,8,15.7,23,15.7,19
15.8,5,15.8,6,15.8,5,15.8,8,15.8,23,15.8,19
15.9,5,15.9,6,15.9,5,15.9,8,15.9,23,15.9,19
16,5,16,5,16,5,16,8,16,23,16,19
16.1,5,16.1,5,16.1,5,16.1,8,16.1,23,16.1,19
16.2,5,16.2,5,16.2,5,16.2,9,16.2,23,16.2,19
16.3,5,16.3,6,16.3,5,16.3,8,16.3,22,16.3,19
16.4,5,16.4,6,16.4,5,16.4,8,16.4,22,16.4,19
16.5,5,16.5,6,16.5,5,16.5,8,16.5,22,16.5,19
16.6,5,16.6,5,16.6,5,16.6,9,16.6,22,16.6,19
16.7,5,16.7,5,16.7,5,16.7,8,16.7,23,16.7,19
16.8,5,16.8,6,16.8,4,16.8,9,16.8,23,16.8,19
16.9,5,16.9,5,16.9,5,16.9,9,16.9,22,16.9,19
17,5,17,6,17,5,17,8,17,22,17,19
17.1,5,17.1,5,17.1,5,17.1,8,17.1,22,17.1,19
17.2,5,17.2,6,17.2,5,17.2,8,17.2,22,17.2,19
17.3,5,17.3,6,17.3,5,17.3,8,17.3,22,17.3,19
17.4,5,17.4,6,17.4,5,17.4,8,17.4,22,17.4,19
17.5,5,17.5,5,17.5,5,17.5,8,17.5,22,17.5,19
17.6,5,17.6,6,17.6,5,17.6,8,17.6,22,17.6,19
17.7,4,17.7,5,17.7,5,17.7,9,17.7,22,17.7,19
17.8,5,17.8,6,17.8,5,17.8,8,17.8,22,17.8,19
17.9,5,17.9,6,17.9,5,17.9,8,17.9,22,17.9,19
18,5,18,6,18,4,18,8,18,22,18,19
18.1,5,18.1,6,18.1,5,18.1,8,18.1,22,18.1,19
18.2,5,18.2,5,18.2,5,18.2,8,18.2,22,18.2,18
18.3,5,18.3,6,18.3,5,18.3,8,18.3,22,18.3,19
18.4,5,18.4,6,18.4,4,18.4,8,18.4,22,18.4,18
18.5,5,18.5,5,18.5,5,18.5,8,18.5,22,18.5,19
18.6,5,18.6,5,18.6,5,18.6,8,18.6,22,18.6,19
18.7,5,18.7,6,18.7,5,18.7,8,18.7,22,18.7,19
18.8,5,18.8,5,18.8,5,18.8,8,18.8,22,18.8,19
18.9,5,18.9,6,18.9,4,18.9,8,18.9,22,18.9,18
19,5,19,5,19,5,19,8,19,22,19,18
19.1,5,19.1,6,19.1,5,19.1,8,19.1,21,19.1,19
19.2,5,19.2,6,19.2,4,19.2,8,19.2,22,19.2,18
19.3,5,19.3,6,19.3,5,19.3,8,19.3,21,19.3,8
19.4,5,19.4,6,19.4,4,19.4,8,19.4,22,19.4,1
19.5,5,19.5,5,19.5,4,19.5,8,19.5,4,19.5,0
19.6,5,19.6,5,19.6,5,19.6,8,19.6,0,19.6,0
19.7,5,19.7,5,19.7,5,19.7,0,19.7,0,19.7,0
19.8,5,19.8,6,19.8,4,19.8,0,19.8,0,19.8,0
19.9,5,19.9,5,19.9,4,19.9,0,19.9,0,19.9,0
20,5,20,5,20,4,20,0,20,0,20,0
20.1,5,20.1,5,20.1,0,20.1,0,20.1,0,20.1,0
20.2,5,20.2,5,20.2,0,20.2,-1,20.2,0,20.2,0
20.3,1,20.3,6,20.3,0,20.3,-1,20.3,0,20.3,0
20.4,0,20.4,6,20.4,0,20.4,0,20.4,0,20.4,0
20.5,0,20.5,0,20.5,0,20.5,0,20.5,0,20.5,0
20.6,0,20.6,0,20.6,0,20.6,0,20.6,0,20.6,0
20.7,0,20.7,1,20.7,0,20.7,0,20.7,0,20.7,0
20.8,0,20.8,1,20.8,0,20.8,0,20.8,0,20.8,0
20.9,0,20.9,1,20.9,0,20.9,0,20.9,0,20.9,0
21,0,21,0,21,0,21,0,21,0,21,0
21.1,0,21.1,1,21.1,0,21.1,0,21.1,0,21.1,0
21.2,0,21.2,1,21.2,0,21.2,0,21.2,0,21.2,0
21.3,0,21.3,0,21.3,0,21.3,0,21.3,0,21.3,0
21.4,0,21.4,1,21.4,0,21.4,0,21.4,0,21.4,1
21.5,0,21.5,1,21.5,0,21.5,0,21.5,0,21.5,22
21.6,1,21.6,1,21.6,0,21.6,0,21.6,2,21.6,32
21.7,0,21.7,0,21.7,0,21.7,4,21.7,25,21.7,31
21.8,1,21.8,1,21.8,0,21.8,16,21.8,38,21.8,31
21.9,0,21.9,1,21.9,0,21.9,15,21.9,39,21.9,30
22,0,22,1,22,0,22,16,22,39,22,31
22.1,0,22.1,0,22.1,1,22.1,16,22.1,40,22.1,30
22.2,0,22.2,1,22.2,9,22.2,16,22.2,39,22.2,30
22.3,0,22.3,1,22.3,9,22.3,16,22.3,39,22.3,30
22.4,7,22.4,1,22.4,8,22.4,16,22.4,39,22.4,30
22.5,7,22.5,6,22.5,8,22.5,15,22.5,38,22.5,30
22.6,7,22.6,8,22.6,8,22.6,16,22.6,39,22.6,30
22.7,7,22.7,8,22.7,8,22.7,15,22.7,39,22.7,30
22.8,7,22.8,8,22.8,8,22.8,15,22.8,38,22.8,30
22.9,7,22.9,8,22.9,8,22.9,15,22.9,39,22.9,30
23,7,23,8,23,8,23,15,23,39,23,30
23.1,7,23.1,8,23.1,7,23.1,14,23.1,39,23.1,30
23.2,7,23.2,8,23.2,8,23.2,15,23.2,38,23.2,30
23.3,7,23.3,7,23.3,8,23.3,15,23.3,38,23.3,30
23.4,7,23.4,8,23.4,8,23.4,15,23.4,39,23.4,29
23.5,7,23.5,7,23.5,8,23.5,15,23.5,39,23.5,30
23.6,6,23.6,8,23.6,7,23.6,15,23.6,38,23.6,29
23.7,7,23.7,7,23.7,7,23.7,15,23.7,38,23.7,30
23.8,6,23.8,7,23.8,7,23.8,15,23.8,38,23.8,30
23.9,6,23.9,7,23.9,7,23.9,15,23.9,38,23.9,29
24,7,24,7,24,7,24,15,24,38,24,29
24.1,6,24.1,7,24.1,8,24.1,15,24.1,38,24.1,29
24.2,6,24.2,7,24.2,7,24.2,15,24.2,38,24.2,29
24.3,7,24.3,7,24.3,7,24.3,14,24.3,38,24.3,29
24.4,6,24.4,7,24.4,7,24.4,14,24.4,38,24.4,30
24.5,6,24.5,7,24.5,7,24.5,15,24.5,38,24.5,29
24.6,6,24.6,7,24.6,7,24.6,15,24.6,38,24.6,29
24.7,6,24.7,7,24.7,7,24.7,15,24.7,38,24.7,29
24.8,6,24.8,7,24.8,7,24.8,14,24.8,38,24.8,29
24.9,6,24.9,7,24.9,7,24.9,15,24.9,38,24.9,30
25,6,25,7,25,7,25,14,25,38,25,29
25.1,6,25.1,7,25.1,7,25.1,14,25.1,38,25.1,29
25.2,6,25.2,7,25.2,7,25.2,15,25.2,38,25.2,29
25.3,6,25.3,7,25.3,7,25.3,15,25.3,38,25.3,29
25.4,6,25.4,7,25.4,7,25.4,14,25.4,38,25.4,29
25.5,6,25.5,7,25.5,8,25.5,15,25.5,38,25.5,30
25.6,6,25.6,7,25.6,8,25.6,15,25.6,38,25.6,29
25.7,6,25.7,7,25.7,7,25.7,14,25.7,38,25.7,29
25.8,6,25.8,7,25.8,7,25.8,14,25.8,37,25.8,29
25.9,6,25.9,7,25.9,7,25.9,15,25.9,38,25.9,29
26,6,26,7,26,7,26,14,26,38,26,29
26.1,6,26.1,7,26.1,7,26.1,14,26.1,38,26.1,29
26.2,6,26.2,7,26.2,7,26.2,14,26.2,38,26.2,29
26.3,6,26.3,7,26.3,7,26.3,14,26.3,38,26.3,29
26.4,6,26.4,7,26.4,7,26.4,14,26.4,37,26.4,29
26.5,6,26.5,7,26.5,7,26.5,14,26.5,37,26.5,29
26.6,6,26.6,7,26.6,7,26.6,14,26.6,38,26.6,29
26.7,6,26.7,7,26.7,7,26.7,14,26.7,38,26.7,29
26.8,6,26.8,7,26.8,7,26.8,15,26.8,38,26.8,29
26.9,6,26.9,7,26.9,7,26.9,14,26.9,38,26.9,29
27,6,27,7,27,8,27,14,27,38,27,29
27.1,6,27.1,7,27.1,7,27.1,14,27.1,38,27.1,29
27.2,6,27.2,7,27.2,7,27.2,14,27.2,38,27.2,29
27.3,6,27.3,7,27.3,7,27.3,13,27.3,37,27.3,29
27.4,6,27.4,7,27.4,8,27.4,14,27.4,37,27.4,29
27.5,6,27.5,7,27.5,7,27.5,14,27.5,38,27.5,29
27.6,6,27.6,7,27.6,7,27.6,14,27.6,37,27.6,29
27.7,6,27.7,7,27.7,7,27.7,14,27.7,38,27.7,29
27.8,6,27.8,7,27.8,7,27.8,14,27.8,38,27.8,29
27.9,6,27.9,7,27.9,7,27.9,14,27.9,37,27.9,29
28,6,28,6,28,7,28,14,28,37,28,29
28.1,6,28.1,7,28.1,7,28.1,14,28.1,37,28.1,29
28.2,6,28.2,7,28.2,7,28.2,13,28.2,37,28.2,28
28.3,6,28.3,6,28.3,7,28.3,13,28.3,37,28.3,29
28.4,6,28.4,7,28.4,7,28.4,14,28.4,37,28.4,28
28.5,6,28.5,7,28.5,7,28.5,13,28.5,38,28.5,29
28.6,6,28.6,6,28.6,7,28.6,14,28.6,37,28.6,29
28.7,6,28.7,7,28.7,7,28.7,14,28.7,37,28.7,28
28.8,6,28.8,7,28.8,7,28.8,14,28.8,37,28.8,28
28.9,6,28.9,7,28.9,7,28.9,15,28.9,37,28.9,28
29,6,29,7,29,7,29,15,29,37,29,28
29.1,6,29.1,7,29.1,7,29.1,14,29.1,37,29.1,28
29.2,6,29.2,7,29.2,7,29.2,15,29.2,37,29.2,29
29.3,6,29.3,7,29.3,7,29.3,14,29.3,37,29.3,28
29.4,6,29.4,7,29.4,7,29.4,14,29.4,37,29.4,29
29.5,6,29.5,7,29.5,7,29.5,13,29.5,37,29.5,28
29.6,6,29.6,7,29.6,7,29.6,14,29.6,37,29.6,28
29.7,6,29.7,7,29.7,7,29.7,14,29.7,37,29.7,28
29.8,6,29.8,7,29.8,7,29.8,14,29.8,37,29.8,28
29.9,6,29.9,7,29.9,7,29.9,14,29.9,37,29.9,28
30,6,30,7,30,8,30,14,30,37,30,28
30.1,6,30.1,7,30.1,7,30.1,13,30.1,37,30.1,0
30.2,6,30.2,6,30.2,7,30.2,14,30.2,1,30.2,0
30.3,6,30.3,7,30.3,7,30.3,14,30.3,0,30.3,0
30.4,6,30.4,7,30.4,7,30.4,0,30.4,0,30.4,0
30.5,6,30.5,7,30.5,7,30.5,0,30.5,0,30.5,0
30.6,6,30.6,7,30.6,7,30.6,0,30.6,0,30.6,0
30.7,6,30.7,7,30.7,7,30.7,0,30.7,0,30.7,0
30.8,6,30.8,7,30.8,7,30.8,0,30.8,0,30.8,0
30.9,6,30.9,7,30.9,0,30.9,0,30.9,0,30.9,0
31,6,31,7,31,0,31,0,31,0,31,0
31.1,0,31.1,6,31.1,0,31.1,-1,31.1,0,31.1,0
31.2,0,31.2,7,31.2,0,31.2,0,31.2,0,31.2,0
31.3,0,31.3,1,31.3,0,31.3,0,31.3,0,31.3,0
31.4,0,31.4,0,31.4,0,31.4,0,31.4,0,31.4,0
31.5,0,31.5,0,31.5,0,31.5,-1,31.5,0,31.5,0
31.6,0,31.6,1,31.6,0,31.6,0,31.6,0,31.6,0
31.7,0,31.7,1,31.7,0,31.7,-1,31.7,0,31.7,0
31.8,0,31.8,0,31.8,0,31.8,0,31.8,0,31.8,0
31.9,0,31.9,1,31.9,0,31.9,0,31.9,0,31.9,0
32,0,32,1,32,0,32,0,32,1,32,0
32.1,0,32.1,1,32.1,0,32.1,0,32.1,0,32.1,0
32.2,0,32.2,0,32.2,0,32.2,0,32.2,0,32.2,23
32.3,0,32.3,0,32.3,0,32.3,0,32.3,15,32.3,41
32.4,0,32.4,1,32.4,0,32.4,6,32.4,42,32.4,44
32.5,0,32.5,1,32.5,0,32.5,20,32.5,55,32.5,43
32.6,1,32.6,0,32.6,0,32.6,20,32.6,54,32.6,42
32.7,0,32.7,0,32.7,0,32.7,19,32.7,53,32.7,42
32.8,0,32.8,0,32.8,0,32.8,17,32.8,54,32.8,42
32.9,0,32.9,1,32.9,4,32.9,17,32.9,53,32.9,42
33,0,33,0,33,11,33,18,33,53,33,42
33.1,3,33.1,0,33.1,11,33.1,17,33.1,53,33.1,42
33.2,10,33.2,0,33.2,11,33.2,17,33.2,53,33.2,42
33.3,10,33.3,9,33.3,11,33.3,17,33.3,53,33.3,42
33.4,10,33.4,9,33.4,11,33.4,17,33.4,53,33.4,41
33.5,10,33.5,9,33.5,11,33.5,17,33.5,53,33.5,42
33.6,9,33.6,9,33.6,11,33.6,16,33.6,53,33.6,41
33.7,10,33.7,10,33.7,11,33.7,17,33.7,53,33.7,42
33.8,10,33.8,9,33.8,11,33.8,17,33.8,53,33.8,42
33.9,10,33.9,9,33.9,11,33.9,17,33.9,52,33.9,41
34,9,34,9,34,11,34,17,34,52,34,41
34.1,10,34.1,10,34.1,11,34.1,17,34.1,52,34.1,41
34.2,10,34.2,9,34.2,10,34.2,17,34.2,53,34.2,42
34.3,9,34.3,9,34.3,10,34.3,16,34.3,53,34.3,41
34.4,9,34.4,9,34.4,10,34.4,17,34.4,52,34.4,41
34.5,9,34.5,9,34.5,10,34.5,16,34.5,52,34.5,41
34.6,9,34.6,9,34.6,10,34.6,16,34.6,53,34.6,41
34.7,9,34.7,9,34.7,10,34.7,16,34.7,52,34.7,42
34.8,9,34.8,9,34.8,10,34.8,16,34.8,53,34.8,41
34.9,9,34.9,9,34.9,10,34.9,16,34.9,52,34.9,41
35,9,35,9,35,10,35,17,35,52,35,41
35.1,9,35.1,9,35.1,10,35.1,16,35.1,53,35.1,41
35.2,9,35.2,9,35.2,10,35.2,16,35.2,52,35.2,41
35.3,9,35.3,9,35.3,10,35.3,17,35.3,52,35.3,41
35.4,9,35.4,9,35.4,10,35.4,17,35.4,52,35.4,41
35.5,9,35.5,9,35.5,10,35.5,16,35.5,52,35.5,41
35.6,9,35.6,9,35.6,10,35.6,17,35.6,53,35.6,41
35.7,9,35.7,9,35.7,10,35.7,16,35.7,52,35.7,41
35.8,9,35.8,9,35.8,10,35.8,16,35.8,52,35.8,41
35.9,9,35.9,9,35.9,10,35.9,16,35.9,52,35.9,41
36,9,36,9,36,10,36,16,36,52,36,41
36.1,8,36.1,9,36.1,10,36.1,16,36.1,52,36.1,41
36.2,8,36.2,9,36.2,10,36.2,16,36.2,52,36.2,41
36.3,9,36.3,9,36.3,10,36.3,16,36.3,52,36.3,41
36.4,8,36.4,9,36.4,10,36.4,16,36.4,52,36.4,41
36.5,8,36.5,9,36.5,10,36.5,17,36.5,52,36.5,41
36.6,8,36.6,9,36.6,10,36.6,16,36.6,52,36.6,41
36.7,9,36.7,9,36.7,10,36.7,16,36.7,52,36.7,41
36.8,8,36.8,9,36.8,10,36.8,16,36.8,52,36.8,41
36.9,9,36.9,9,36.9,10,36.9,16,36.9,52,36.9,41
37,8,37,9,37,10,37,17,37,52,37,41
37.1,8,37.1,9,37.1,10,37.1,16,37.1,52,37.1,41
37.2,9,37.2,9,37.2,10,37.2,16,37.2,52,37.2,41
37.3,8,37.3,9,37.3,10,37.3,16,37.3,52,37.3,41
37.4,8,37.4,9,37.4,10,37.4,16,37.4,52,37.4,41
37.5,9,37.5,9,37.5,10,37.5,16,37.5,52,37.5,41
37.6,8,37.6,9,37.6,10,37.6,16,37.6,52,37.6,41
37.7,9,37.7,9,37.7,10,37.7,16,37.7,52,37.7,41
37.8,8,37.8,9,37.8,10,37.8,16,37.8,52,37.8,40
37.9,8,37.9,9,37.9,10,37.9,16,37.9,52,37.9,41
38,8,38,9,38,10,38,15,38,52,38,40
38.1,8,38.1,8,38.1,10,38.1,16,38.1,52,38.1,41
38.2,8,38.2,9,38.2,10,38.2,16,38.2,52,38.2,41
38.3,8,38.3,9,38.3,10,38.3,16,38.3,52,38.3,41
38.4,8,38.4,9,38.4,10,38.4,16,38.4,52,38.4,41
38.5,8,38.5,9,38.5,10,38.5,16,38.5,52,38.5,40
38.6,9,38.6,9,38.6,10,38.6,15,38.6,52,38.6,41
38.7,8,38.7,9,38.7,10,38.7,15,38.7,52,38.7,40
38.8,8,38.8,9,38.8,10,38.8,16,38.8,52,38.8,41
38.9,9,38.9,9,38.9,10,38.9,16,38.9,52,38.9,41
39,8,39,9,39,10,39,15,39,52,39,41
39.1,8,39.1,9,39.1,10,39.1,16,39.1,52,39.1,41
39.2,8,39.2,9,39.2,10,39.2,15,39.2,52,39.2,41
39.3,8,39.3,9,39.3,10,39.3,16,39.3,52,39.3,41
39.4,8,39.4,9,39.4,10,39.4,16,39.4,51,39.4,41
